,Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
22,Y,L008,0058,,1972-12-12 11:30:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,0.003,0.003,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
23,Y,L008,0058,,1972-12-12 11:30:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.6,8.60,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
24,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,8,DISSOLVED OXYGEN,,,,7.6,7.60,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
25,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,155.0,155.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
26,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
27,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,58,"CARBON, TOTAL INORGANIC",,,,6.0,6.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
28,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,57,"CARBON, TOTAL",,,,21.0,21.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
29,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,50,"NICKEL, DISSOLVED",,,,55.0,55.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
30,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,43,"CHROMIUM, DISSOLVED",,,,18.0,18.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
31,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,37,"IRON, DISSOLVED",,,,120.0,120.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
32,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,35,HARDNESS AS CACO3,,,,219.5,219.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
33,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,32,CHLORIDE,,,,93.0,93.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
34,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,31,MAGNESIUM,,,,22.4,22.40,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
35,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,30,CALCIUM,,,,51.0,51.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
36,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,29,POTASSIUM,,,,8.8,8.80,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
37,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,27,SILICA,,,,7.9,7.9,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
38,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.040999999999999995,0.041,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
39,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.003,0.003,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
40,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.5,1.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
41,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,20,AMMONIA-N,,,,-0.1,-0.10,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
42,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,19,NITRITE-N,,,,0.008,0.008,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
43,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,18,NITRATE+NITRITE-N,,,,0.009000000000000001,0.009,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
44,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,10,"PH, FIELD",,,,8.6,8.60,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
45,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,680.0,680,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,0.0,,
46,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,7,TEMP,,,,23.0,23.0,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
47,Y,L008,0059,,1972-12-12 11:40:00,SAMP,G,3.0,,SW,89,"CARBON, DISSOLVED ORGANIC",,,,15.0,15.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
48,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.124,0.124,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
49,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,7,TEMP,,,,15.0,15.0,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
50,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.64,1.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
51,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,27,SILICA,,,,9.0,9.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
52,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,0.08,0.08,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
53,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.002,-0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
54,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,160.0,160.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
55,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,89,"CARBON, DISSOLVED ORGANIC",,,,17.1,17.1,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
56,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,0.157,0.157,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
57,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,0.159,0.159,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
58,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,11,SECCHI DISK DEPTH,,,,0.14,0.14,,,,,metres,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
59,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.1,8.10,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
60,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,660.0,660,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,0.0,,
61,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,9.5,9.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
62,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,57,"CARBON, TOTAL",,,,26.7,26.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
63,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,37,"IRON, DISSOLVED",,,,-100.0,-100.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
64,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,35,HARDNESS AS CACO3,,,,201.4,201.4,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
65,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,90.0,90.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
66,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,31,MAGNESIUM,,,,18.0,18.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
67,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,30,CALCIUM,,,,51.0,51.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
68,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,29,POTASSIUM,,,,4.2,4.20,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
69,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,28,SODIUM,,,,57.0,57.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
70,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,58,"CARBON, TOTAL INORGANIC",,,,9.6,9.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
71,Y,L008,0072,,1973-01-16 13:00:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.009000000000000001,0.009,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
72,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,7,TEMP,,,,14.5,14.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
73,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,35,HARDNESS AS CACO3,,,,206.8,206.8,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
74,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,645.0,645,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,0.0,,
75,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,30,CALCIUM,,,,51.5,51.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
76,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,29,POTASSIUM,,,,4.3,4.30,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
77,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,28,SODIUM,,,,57.3,57.30,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
78,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,27,SILICA,,,,9.0,9.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
79,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.14800000000000002,0.148,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
80,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,160.0,160.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
81,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,89,"CARBON, DISSOLVED ORGANIC",,,,7.0,7.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
82,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,78,NITRATE-N,,,,0.16,0.160,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
83,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,58,"CARBON, TOTAL INORGANIC",,,,11.5,11.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
84,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,57,"CARBON, TOTAL",,,,18.5,18.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
85,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,37,"IRON, DISSOLVED",,,,-100.0,-100.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
86,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,32,CHLORIDE,,,,87.0,87.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
87,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,31,MAGNESIUM,,,,19.0,19.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
88,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.83,1.8,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
89,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,20,AMMONIA-N,,,,0.05,0.05,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
90,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,19,NITRITE-N,,,,0.002,0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
91,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,18,NITRATE+NITRITE-N,,,,0.162,0.162,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
92,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,10,"PH, FIELD",,,,8.1,8.10,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
93,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,8,DISSOLVED OXYGEN,,,,9.4,9.40,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
94,Y,L008,0073,,1973-01-16 13:25:00,SAMP,G,3.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.006,0.006,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
95,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,9.1,9.10,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
96,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,665.0,665,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,0.0,,
97,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,7,TEMP,,,,16.9,16.9,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
98,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,155.0,155.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
99,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,0.282,0.282,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
100,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,37,"IRON, DISSOLVED",,,,300.0,300.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
101,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,35,HARDNESS AS CACO3,,,,233.0,233.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
102,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,86.0,86.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
103,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,31,MAGNESIUM,,,,19.0,19.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
104,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,30,CALCIUM,,,,62.0,62.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
105,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,29,POTASSIUM,,,,4.4,4.40,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
106,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,28,SODIUM,,,,58.1,58.10,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
107,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,27,SILICA,,,,9.3,9.3,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
108,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.115,0.115,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
109,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.018000000000000002,0.018,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
110,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.63,1.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,1.0,,
111,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,0.03,0.03,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
112,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.002,-0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
113,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,0.284,0.284,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3.0,,
114,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,11,SECCHI DISK DEPTH,,,,0.17,0.17,,,,,metres,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
115,Y,L008,0090,,1973-02-05 10:45:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.1,8.10,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
116,Y,L008,0091,,1973-02-05 10:55:00,SAMP,G,3.0,,SW,8,DISSOLVED OXYGEN,,,,8.9,8.90,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,2.0,,
