,Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
10,LOSAV,RITTAE2,P5192-10,,2000-06-19 12:40:00,SAMP,G,0.0,,SW,13,COLOR,,,20-JUN-2000 09:00,34.0,34.0,,1.0,,1.0,PCU,,,19-JUN-2000 00:00,L14945-6,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
11,LOSAV,RITTAE2,P5443-10,,2000-07-18 11:25:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,,20-JUL-2000 00:00,-3.0,-3.0,,3.0,,3.0,mg/L,,,18-JUL-2000 00:00,L15150-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
12,LOSAV,RITTAE2,P5443-10,,2000-07-18 11:25:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,,,19-JUL-2000 00:00,-3.0,-3.0,,3.0,,3.0,mg/L,,,18-JUL-2000 00:00,L15150-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
13,LOSAV,RITTAE2,P5443-10,,2000-07-18 11:25:00,SAMP,G,0.0,,SW,13,COLOR,,,19-JUL-2000 08:00,25.0,25.0,,1.0,,1.0,PCU,,,18-JUL-2000 00:00,L15150-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
14,LOSAV,RITTAE2,P5816-10,,2000-08-22 11:00:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,,,22-AUG-2000 00:00,-3.0,-3.0,,3.0,,3.0,mg/L,,,22-AUG-2000 00:00,L15397-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
15,LOSAV,RITTAE2,P5816-10,,2000-08-22 11:00:00,SAMP,G,0.0,,SW,13,COLOR,,,23-AUG-2000 07:00,27.0,27.0,,1.0,,1.0,PCU,,,22-AUG-2000 00:00,L15397-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
16,LOSAV,RITTAE2,P5816-10,,2000-08-22 11:00:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,,23-AUG-2000 00:00,-3.0,-3.0,,3.0,,3.0,mg/L,,,22-AUG-2000 00:00,L15397-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
17,LOSAV,RITTAE2,P6545-10,,2000-10-31 10:30:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),01-NOV-2000 07:00,28.0,28.0,,1.0,,1.0,PCU,,,31-OCT-2000 00:00,L15923-6,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
18,LOSAV,RITTAE2,P6545-10,,2000-10-31 10:30:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,01-NOV-2000 15:27,1.8,2.0,,1.0,,1.0,mg/L,,,31-OCT-2000 00:00,L15923-6,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
19,LOSAV,RITTAE2,P6545-10,,2000-10-31 10:30:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,06-NOV-2000 10:21,-3.0,-3.0,,3.0,,3.0,mg/L,U,,31-OCT-2000 00:00,L15923-6,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
20,LOSAV,RITTAE2,P8002-10,,2001-04-11 11:20:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,12-APR-2001 13:15,-1.0,-1.0,,1.0,,1.0,mg/L,U,,11-APR-2001 00:00,L16928-8,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
21,LOSAV,RITTAE2,P8002-10,,2001-04-11 11:20:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),11-APR-2001 16:30,30.0,30.0,,1.0,,1.0,PCU,,,11-APR-2001 00:00,L16928-8,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
22,LOSAV,RITTAE2,P8002-10,,2001-04-11 11:20:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,12-APR-2001 13:15,-3.0,-3.0,,3.0,,3.0,mg/L,U,,11-APR-2001 00:00,L16928-8,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
23,LOSAV,RITTAE2,P9147-10,,2001-08-06 10:58:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),08-AUG-2001 08:40,101.0,101.0,,1.0,,1.0,PCU,,,06-AUG-2001 00:00,L17736-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
24,LOSAV,RITTAE2,P9147-10,,2001-08-06 10:58:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,06-AUG-2001 18:47,2.0,2.0,,1.0,,1.0,mg/L,,,06-AUG-2001 00:00,L17736-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
25,LOSAV,RITTAE2,P9147-10,,2001-08-06 10:58:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,06-AUG-2001 18:47,-3.0,-3.0,,3.0,,3.0,mg/L,U,,06-AUG-2001 00:00,L17736-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
26,LOSAV,RITTAE2,P9442-10,,2001-09-10 10:05:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,10-SEP-2001 15:08,5.6,6.0,,1.0,,1.0,mg/L,,,10-SEP-2001 00:00,L18001-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
27,LOSAV,RITTAE2,P9442-10,,2001-09-10 10:05:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),10-SEP-2001 16:00,64.0,64.0,,1.0,,1.0,PCU,V,V,10-SEP-2001 00:00,L18001-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,Sample associated with positive blank
28,LOSAV,RITTAE2,P9442-10,,2001-09-10 10:05:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,10-SEP-2001 15:08,4.8,5.0,,3.0,,3.0,mg/L,,,10-SEP-2001 00:00,L18001-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
29,LOSAV,RITTAE2,P9788-10,,2001-10-15 10:50:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,16-OCT-2001 11:40,12.8,13.0,,1.0,,1.0,mg/L,,,15-OCT-2001 00:00,L18261-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
30,LOSAV,RITTAE2,P9788-10,,2001-10-15 10:50:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,16-OCT-2001 11:40,6.8,7.0,,3.0,,3.0,mg/L,,,15-OCT-2001 00:00,L18261-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
31,LOSAV,RITTAE2,P9788-10,,2001-10-15 10:50:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),16-OCT-2001 11:30,57.0,57.0,,1.0,,1.0,PCU,,,15-OCT-2001 00:00,L18261-9,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
32,LOSAV,RITTAE2,P10636-10,,2002-01-11 12:00:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),11-JAN-2002 14:11,50.0,50.0,,1.0,,1.0,PCU,,,11-JAN-2002 00:00,L18817-3,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
33,LOSAV,RITTAE2,P10636-10,,2002-01-11 12:00:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,11-JAN-2002 12:00,18.4,18.0,,1.0,,1.0,mg/L,,,11-JAN-2002 00:00,L18817-3,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
34,LOSAV,RITTAE2,P10636-10,,2002-01-11 12:00:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,11-JAN-2002 12:00,10.0,10.0,,3.0,,3.0,mg/L,,,11-JAN-2002 00:00,L18817-3,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
35,LOSAV,RITTAE2,P11336-10,,2002-04-15 11:05:00,SAMP,G,0.0,,SW,13,COLOR,80.0,SM2120B (MODIFIED),15-APR-2002 17:00,33.0,33.0,,1.0,,1.0,PCU,,,15-APR-2002 00:00,L19400-5,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,0.0,,
36,LOSAV,RITTAE2,P11336-10,,2002-04-15 11:05:00,SAMP,G,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,16-APR-2002 10:00,7.6,8.0,,1.0,,1.0,mg/L,,,15-APR-2002 00:00,L19400-5,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
37,LOSAV,RITTAE2,P11336-10,,2002-04-15 11:05:00,SAMP,G,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,16-APR-2002 10:00,3.2,3.0,,3.0,,3.0,mg/L,,,15-APR-2002 00:00,L19400-5,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
38,LOSAV,RITTAE2,P11989-18,,2002-06-24 10:50:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,25-JUN-2002 15:00,-1.0,-1.0,,1.0,,1.0,mg/L,U,,24-JUN-2002 13:03,L19878-8,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
39,LOSAV,RITTAE2,P11989-18,,2002-06-24 10:50:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,25-JUN-2002 15:00,-3.0,-3.0,,3.0,,3.0,mg/L,U,,24-JUN-2002 13:03,L19878-8,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
40,LOSAV,RITTAE2,P12154-18,,2002-07-10 11:30:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,11-JUL-2002 16:00,-1.0,-1.0,,1.0,,1.0,mg/L,U,,10-JUL-2002 16:22,L20021-15,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
41,LOSAV,RITTAE2,P12154-18,,2002-07-10 11:30:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,11-JUL-2002 16:00,-3.0,-3.0,,3.0,,3.0,mg/L,U,,10-JUL-2002 16:22,L20021-15,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
42,LOSAV,RITTAE2,P12411-18,,2002-08-07 13:30:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,07-AUG-2002 17:00,3.0,3.0,,1.0,,1.0,mg/L,,,07-AUG-2002 15:46,L20244-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
43,LOSAV,RITTAE2,P12411-18,,2002-08-07 13:30:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,07-AUG-2002 17:00,-3.0,-3.0,,3.0,,3.0,mg/L,U,,07-AUG-2002 15:46,L20244-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
44,LOSAV,RITTAE2,P12791-18,,2002-09-18 11:50:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,19-SEP-2002 14:00,-3.0,-3.0,,3.0,,3.0,mg/L,U,,18-SEP-2002 15:20,L20552-13,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
45,LOSAV,RITTAE2,P12791-18,,2002-09-18 11:50:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,19-SEP-2002 14:00,3.4,3.0,,3.0,,3.0,mg/L,,,18-SEP-2002 15:20,L20552-13,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
46,LOSAV,RITTAE2,P13899-18,,2003-01-08 11:00:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,10-JAN-2003 09:30,25.2,25.0,,3.0,,3.0,mg/L,,,08-JAN-2003 13:42,L21362-12,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
47,LOSAV,RITTAE2,P13899-18,,2003-01-08 11:00:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,10-JAN-2003 09:30,15.3,15.0,,3.0,,3.0,mg/L,,,08-JAN-2003 13:42,L21362-12,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
48,LOSAV,RITTAE2,P14837-18,,2003-04-16 11:10:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,21-APR-2003 14:23,12.0,12.0,,3.0,,3.0,mg/L,,,16-APR-2003 15:13,L22064-2,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
49,LOSAV,RITTAE2,P14837-18,,2003-04-16 11:10:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,21-APR-2003 14:23,26.0,26.0,,3.0,,3.0,mg/L,,,16-APR-2003 15:13,L22064-2,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
50,LOSAV,RITTAE2,P15860-18,,2003-07-07 11:20:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,09-JUL-2003 13:10,7.7,8.0,,3.0,,3.0,mg/L,I,,07-JUL-2003 15:06,L22607-12,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
51,LOSAV,RITTAE2,P15860-18,,2003-07-07 11:20:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,09-JUL-2003 13:10,10.7,11.0,,3.0,,3.0,mg/L,I,,07-JUL-2003 15:06,L22607-12,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
52,LOSAV,RITTAE2,P19040-18,,2004-04-22 10:40:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,27-APR-2004 10:27,6.0,6.0,,3.0,,3.0,mg/L,I,,22-APR-2004 14:42,L24641-4,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
53,LOSAV,RITTAE2,P19040-18,,2004-04-22 10:40:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,27-APR-2004 10:27,13.0,13.0,,3.0,,3.0,mg/L,,,22-APR-2004 14:42,L24641-4,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
54,LOSAV,RITTAE2,P19725-18,,2004-06-28 10:40:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,29-JUN-2004 07:49,-3.0,-3.0,,3.0,,3.0,mg/L,U,,28-JUN-2004 14:28,L25050-14,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
55,LOSAV,RITTAE2,P19725-18,,2004-06-28 10:40:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,29-JUN-2004 07:49,-3.0,-3.0,,3.0,,3.0,mg/L,U,,28-JUN-2004 14:28,L25050-14,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
56,LOSAV,RITTAE2,P21441-18,,2005-01-05 12:40:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,06-JAN-2005 08:08,15.0,15.0,,3.0,,3.0,mg/L,,,05-JAN-2005 13:46,L26375-12,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
57,LOSAV,RITTAE2,P21441-18,,2005-01-05 12:40:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,06-JAN-2005 08:08,48.0,48.0,,3.0,,3.0,mg/L,,,05-JAN-2005 13:46,L26375-12,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
58,LOSAV,RITTAE2,P23377-18,,2005-07-05 11:20:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,06-JUL-2005 07:44,3.0,3.0,,3.0,,3.0,mg/L,I,,05-JUL-2005 16:18,L27639-12,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
59,LOSAV,RITTAE2,P23377-18,,2005-07-05 11:20:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,06-JUL-2005 07:44,6.0,6.0,,3.0,,3.0,mg/L,I,,05-JUL-2005 16:18,L27639-12,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
60,LOSAV,RITTAE2,P25587-18,,2006-01-09 11:30:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,11-JAN-2006 08:14,32.0,32.0,,3.0,,3.0,mg/L,,,09-JAN-2006 14:22,L29074-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
61,LOSAV,RITTAE2,P25587-18,,2006-01-09 11:30:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,11-JAN-2006 08:14,62.0,62.0,,3.0,,3.0,mg/L,,,09-JAN-2006 14:22,L29074-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
62,LOSAV,RITTAE2,P25863-18,,2006-02-02 10:25:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,03-FEB-2006 09:34,22.0,22.0,,3.0,,3.0,mg/L,,,02-FEB-2006 13:28,L29292-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
63,LOSAV,RITTAE2,P25863-18,,2006-02-02 10:25:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,03-FEB-2006 09:34,57.0,57.0,,3.0,,3.0,mg/L,,,02-FEB-2006 13:28,L29292-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
64,LOSAV,RITTAE2,P26071-18,,2006-03-09 09:40:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,10-MAR-2006 09:33,33.0,33.0,,3.0,,3.0,mg/L,,,09-MAR-2006 12:33,L29566-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
65,LOSAV,RITTAE2,P26071-18,,2006-03-09 09:40:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,10-MAR-2006 09:33,14.0,14.0,,3.0,,3.0,mg/L,,,09-MAR-2006 12:33,L29566-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
66,LOSAV,RITTAE2,P26555-18,,2006-04-03 10:45:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,04-APR-2006 09:50,19.0,19.0,,3.0,,3.0,mg/L,,,03-APR-2006 14:37,L29751-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
67,LOSAV,RITTAE2,P26555-18,,2006-04-03 10:45:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,04-APR-2006 09:50,9.0,9.0,,3.0,,3.0,mg/L,I,,03-APR-2006 14:37,L29751-11,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
68,LOSAV,RITTAE2,P27572-18,,2006-07-10 10:50:00,SAMP,CDI,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",625.0,EPA 351.2-MOD,20-JUL-2006 11:42,0.92,0.92,,0.05,,0.05,mg/L,,,10-JUL-2006 14:47,L30570-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
69,LOSAV,RITTAE2,P27572-18,,2006-07-10 10:50:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,12-JUL-2006 09:41,6.0,6.0,,3.0,,3.0,mg/L,I,,10-JUL-2006 14:47,L30570-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
70,LOSAV,RITTAE2,P27572-18,,2006-07-10 10:50:00,SAMP,CDI,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",665.0,SM4500PF,12-JUL-2006 09:32,0.115,0.115,,0.002,,0.002,mg/L,,,10-JUL-2006 14:47,L30570-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,3.0,,
71,LOSAV,RITTAE2,P27572-18,,2006-07-10 10:50:00,SAMP,CDI,0.0,,SW,112,"CHLOROPHYLL-A, CORRECTED",32211.0,SM10200H,18-JUL-2006 10:06,5.0,5.0,,1.0,,1.0,mg/M^3,,,10-JUL-2006 14:47,L30570-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
72,LOSAV,RITTAE2,P27572-18,,2006-07-10 10:50:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,12-JUL-2006 09:41,7.0,7.0,,3.0,,3.0,mg/L,I,,10-JUL-2006 14:47,L30570-11,,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
73,LOSAV,RITTAE2,P28040-18,,2006-09-06 10:10:00,SAMP,CDI,0.0,,SW,16,TOTAL SUSPENDED SOLIDS,530.0,EPA 160.2,08-SEP-2006 08:08,-3.0,-3.0,,3.0,,3.0,mg/L,U,,06-SEP-2006 13:54,L31076-9,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
74,LOSAV,RITTAE2,P28040-18,,2006-09-06 10:10:00,SAMP,CDI,0.0,,SW,77,VOLATILE SUSPENDED SOLIDS,,EPA 160.4,08-SEP-2006 08:08,-3.0,-3.0,,3.0,,3.0,mg/L,U,,06-SEP-2006 13:54,L31076-9,WMD,WMD,WMD,,,,,0.0,,,,,38,,0,0,0,EXP,1.0,,
