,Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
17,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,18.2,18.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
18,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,-0.01,-0.01,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
19,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,645.0,645,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,0.0,,
20,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,6.3,6.30,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
21,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,3.2,3.2,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
22,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,13,COLOR,,,,126.0,126,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,0.0,,
23,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,3.0,,
24,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,3.0,,
25,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,113.5,113.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
26,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,3.0,,
27,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,7,TEMP,,,,31.0,31.0,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
28,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,70.0,70.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
29,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,85.7,85.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
30,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.047,0.047,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,3.0,,
31,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,-0.002,-0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,3.0,,
32,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.58,1.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
33,Y,LZ2,3352,,1978-06-12 11:28:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,7.4,7.40,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
34,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,50,"NICKEL, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
35,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,48,"MANGANESE, DISSOLVED",,,,9.0,9.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
36,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,46,"LEAD, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
37,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,45,"COPPER, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
38,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,44,"COBALT, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
39,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,43,"CHROMIUM, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
40,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,7,TEMP,,,,30.1,30.1,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,1.0,,
41,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,42,"CADMIUM, DISSOLVED",,,,-1.0,-1.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
42,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,37,"IRON, DISSOLVED",,,,80.0,80.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
43,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,100.0,100.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
44,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,65.7,65.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,1.0,,
45,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.027000000000000003,0.027,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
46,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,-0.002,-0.002,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
47,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.36,1.4,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,1.0,,
48,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,-0.01,-0.01,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
49,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
50,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
51,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,13,COLOR,,,,58.0,58,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,0.0,,
52,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,1.3,1.3,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,1.0,,
53,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,54,"ZINC, DISSOLVED",,,,-20.0,-20.000,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
54,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,420.0,420,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,0.0,,
55,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,8.7,8.70,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
56,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,86.0,86.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
57,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,21.0,21.0,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,1.0,,
58,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,3.0,,
59,Y,LZ2,3396,,1978-07-12 12:00:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.3,8.30,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,2,MON,2.0,,
60,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,36,"IRON, TOTAL",,,,190.0,190.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
61,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,36,"IRON, TOTAL",,,,160.0,160.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
62,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,67,"ALKALINITY, TOT, CACO3",,,,49.0,49.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
63,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,67,"ALKALINITY, TOT, CACO3",,,,48.0,48.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
64,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
65,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
66,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,100,"CARBON, TOTAL ORGANIC",,,,13.4,13.4,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
67,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,100,"CARBON, TOTAL ORGANIC",,,,11.2,11.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
68,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,19,NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
69,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,19,NITRITE-N,,,,0.004,0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
70,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,20,AMMONIA-N,,,,0.02,0.02,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
71,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,20,AMMONIA-N,,,,0.04,0.04,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
72,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,21,"KJELDAHL NITROGEN, TOTAL",,,,1.85,1.8,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
73,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,21,"KJELDAHL NITROGEN, TOTAL",,,,1.69,1.7,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
74,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,23,"PHOSPHATE, ORTHO AS P",,,,0.042,0.042,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
75,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,23,"PHOSPHATE, ORTHO AS P",,,,0.043,0.043,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
76,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,25,"PHOSPHATE, TOTAL AS P",,,,0.12300000000000001,0.123,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
77,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,25,"PHOSPHATE, TOTAL AS P",,,,0.10800000000000001,0.108,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
78,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,32,CHLORIDE,,,,39.4,39.4,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
79,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,32,CHLORIDE,,,,39.6,39.6,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
80,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,7,TEMP,,,,29.5,29.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
81,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,7,TEMP,,,,29.5,29.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
82,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,8,DISSOLVED OXYGEN,,,,8.7,8.70,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
83,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,8,DISSOLVED OXYGEN,,,,8.7,8.70,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
84,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,9,"SP CONDUCTIVITY, FIELD",,,,310.0,310,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,0.0,,
85,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,9,"SP CONDUCTIVITY, FIELD",,,,310.0,310,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,0.0,,
86,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,10,"PH, FIELD",,,,8.2,8.20,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
87,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,10,"PH, FIELD",,,,8.2,8.20,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,2.0,,
88,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,12,TURBIDITY,,,,2.7,2.7,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
89,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,12,TURBIDITY,,,,2.4,2.4,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,1.0,,
90,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,13,COLOR,,,,158.0,158,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,0.0,,
91,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,13,COLOR,,,,107.0,107,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,0.0,,
92,Y,LZ2,3437,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,18,NITRATE+NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
93,Y,LZ2,3438,,1978-08-08 13:15:00,QC,UNK,0.0,,UNK,18,NITRATE+NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,9,QC,0,0,5,UNK,3.0,,
94,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,7,TEMP,,,,29.5,29.5,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,1.0,,
95,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,3.0,,
96,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,54.5,54.50,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,2.0,,
97,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,8.9,8.9,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,1.0,,
98,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,8.7,8.70,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,2.0,,
99,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,310.0,310,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,0.0,,
100,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.2,8.20,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,2.0,,
101,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,1.9,1.9,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,1.0,,
102,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,13,COLOR,,,,100.0,100,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,0.0,,
103,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,3.0,,
104,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,3.0,,
105,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,-0.01,-0.01,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,2.0,,
106,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,1.38,1.4,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,1.0,,
107,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.04,0.040,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,3.0,,
108,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.15,0.150,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,3.0,,
109,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,43.2,43.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,1.0,,
110,Y,LZ2,3436,,1978-08-08 13:15:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,160.0,160.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,5,MON,2.0,,
111,Y,LZ2,3478,,1978-09-06 12:16:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,8.9,8.90,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
112,Y,LZ2,3478,,1978-09-06 12:16:00,SAMP,G,0.0,,SW,7,TEMP,,,,31.3,31.3,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
